Iteration,Walker,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Inner Cost,Outer Cost,Gradient Cost
0,0,-8.47320997475611,-2.5578488596791322,-10.227942750989968,-2.911606621027897,-2.422164429500745,-4.799883126441983,-5.30573674220182,-3.5508030812408333,-1.9253710976604954,87360.25498467438,703.6590250332808,0.0008665659595964109
0,1,-8.322024230436595,-2.755396217527694,-10.280176812539416,-2.8792131557176988,-2.594492546334454,-4.773954317429728,-5.366762257193288,-3.381500692607836,-1.8308289868608125,226507.09205984394,603.4610680530117,0.0022590363099179093
0,2,-8.395060902078441,-2.5673052074010387,-10.204167477653941,-2.840337471877012,-2.435988468554045,-4.608116099378817,-5.285378849945877,-3.5047673863570608,-1.7720106878297233,125137.05550199328,811.4885777831734,0.001243255669242101
0,3,-8.436646647825887,-2.531260940915826,-10.208349232433154,-3.083201028002632,-2.345947341009484,-4.9445231383001715,-5.358771477011704,-3.44980160250809,-1.789395043439752,146363.33269120537,796.8606089643135,0.0014556647208224106
0,4,-8.181294184443285,-2.7881925484074186,-10.316991189055896,-2.857646303099934,-2.615093617682427,-4.748955592159527,-5.227926162758027,-3.4537568035189103,-1.8632841087992293,171573.19558000928,770.7709437648545,0.0017080242463624442
0,5,-8.379482862401785,-2.724831981109306,-10.321584189836624,-2.8277379250549814,-2.5177145614889826,-4.825616367666359,-5.3650254011938765,-3.4459509772884416,-2.0357063491715652,144721.55300953446,929.743576586182,0.0014379180943294826
0,6,-8.397303787888303,-2.808491581747492,-10.230546314301298,-2.9076099214383784,-2.5631468698286803,-4.710730846805086,-5.182015291888106,-3.347313424184409,-1.8130234406160772,457803.4651063875,803.1261414209459,0.004570003389649665
0,7,-8.359039993180176,-2.600015037761872,-10.22826199984511,-2.8533331317785273,-2.6222555029247,-4.8700339493462055,-5.277841571285358,-3.280742646423902,-1.8308297098296624,709041.6365534524,882.6582646567394,0.007081589782887955
0,8,-8.371633182118952,-2.5323756000793014,-10.077109848697246,-2.97475814749925,-2.3047343310176744,-4.735393483217452,-5.30146452754202,-3.406308446366461,-1.8149847640390184,233589.82495747978,471.165001679229,0.0023311865995580055
0,9,-8.390364673599914,-2.6224546669695563,-10.202017015948366,-2.9171271378689902,-2.378510178679351,-4.682426734908012,-5.360264688303945,-3.4630105386327794,-1.8347905864561465,139192.70688686144,549.6345073017056,0.0013864307237955976
0,10,-8.350867456302156,-2.7183726772412093,-10.120223551724166,-2.830878672074046,-2.411477782628646,-4.65560456444773,-5.363893270859441,-3.364520747975245,-1.845234119438458,282406.29412034387,843.3705475985087,0.0028156292357274532
0,11,-8.486016041572627,-2.67943936035485,-10.434825069710028,-2.869177421651833,-2.485820409114037,-4.741182372603618,-5.306428217296083,-3.5900862320139133,-1.8312899561259086,70367.0388174436,659.4806840542901,0.000697075581333893
0,12,-8.255646249013642,-2.5846843654778486,-10.312291807511748,-2.849082649850353,-2.606669575829942,-4.782968665752256,-5.343714505078784,-3.4774956105105668,-1.7969380471118732,118760.95705600867,771.8957421635901,0.0011798906131384509
