Iteration,Walker,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Inner Cost,Outer Cost,Gradient Cost
0,0,-8.3127755200303,-2.618837927769953,-10.265088704777662,-2.7643727686704977,-2.4148914620632755,-4.663684682105931,-5.252608021849576,-3.428122702371308,-1.8466245660510192,40.761569939912405,39.703760455868,0.10578094840444058
0,1,-8.484029085212383,-2.676891510017374,-10.075900510508294,-2.8293835709594686,-2.5150108707302286,-4.634348264580661,-5.118910064241307,-3.5982998929059375,-1.7640316815950572,40.31805014800011,39.66919543535225,0.06488547126478625
0,2,-8.507006890014987,-2.7347439802938154,-10.434569413816964,-2.8035963850272445,-2.452621120165701,-4.722366941833965,-5.355552526248586,-3.373608450363326,-1.8417108045955308,40.17848036259948,39.718668756769915,0.04598116058295648
0,3,-8.407006346332887,-2.5902109476508652,-10.302460485957367,-2.83082348042811,-2.2757426828941885,-4.669396814373854,-5.268447676103329,-3.5016718946699426,-1.8283115537170673,40.17506466234828,39.73865485159271,0.043640981075556265
0,4,-8.479494555797475,-2.7474451390499355,-10.075574075903857,-2.8760817634327704,-2.375230681678076,-4.59531816696115,-5.217896391782636,-3.5022554708637643,-1.8658163879192535,40.13930761899225,39.72044511553183,0.04188625034604207
0,5,-8.252032682283398,-2.5206341610830743,-10.194580363502531,-3.026289538533105,-2.2419007227954943,-4.645728034842857,-5.3196584772383355,-3.3657625409388863,-1.6897284903092773,40.399524400062326,39.72541050919052,0.06741138908718111
0,6,-8.685979231161205,-2.633585982871329,-10.171689952667359,-3.0085370371411404,-2.4044814869681086,-4.639628147251018,-5.425536816170083,-3.3404023402922016,-1.7567950684069162,40.03142736544657,39.71054052871629,0.032088683673028404
0,7,-8.362678366558502,-2.6982476553634456,-10.253050980755873,-3.0387884416930775,-2.278277490092454,-4.7546629826487,-5.336316160734494,-3.3151071683656026,-1.977484201639813,40.23349613581947,39.77478813284941,0.045870800297006395
0,8,-8.397174493074912,-2.556299743470178,-10.402356876024832,-2.9632560336894946,-2.4106809621881893,-4.652830740892488,-5.022071059035022,-3.4643724561055835,-1.7838287518334102,40.22936236283486,39.69069902999727,0.0538663332837594
0,9,-8.552105721174696,-2.7837276640069817,-10.237827691671209,-2.830819610687519,-2.3664553469616085,-4.6729074096905725,-5.238027028019366,-3.4849305420355314,-1.789937429826539,40.186687112969345,39.70788331209616,0.047880380087318916
0,10,-8.301609697602663,-2.7815378846176033,-10.236759631958133,-2.782584218087694,-2.258830103306063,-4.761477822804745,-5.224891425317484,-3.52390943976492,-1.82298943110115,40.737817455885704,39.740958095806455,0.09968593600792523
0,11,-8.47872763605529,-2.605819386166285,-10.485420193330464,-2.937841055595792,-2.5361710413751744,-4.844890061139577,-5.153616632933877,-3.5082830153902003,-1.991586629156513,39.97177027336427,39.69997721926403,0.02717930541002405
0,12,-8.433693651195718,-2.5717847946949908,-10.25153603203015,-2.7902126255377713,-2.494712415729398,-4.87481976818102,-5.053566882814093,-3.431473502835686,-2.0075077463675255,40.76624634507863,39.72513949745267,0.10411068476259558
0,13,-8.26867940611396,-2.8882515077121105,-10.429935227965716,-2.788878000443965,-2.506831397473786,-4.6439947907654835,-5.348349411041378,-3.616081872153456,-1.7484076561181325,40.35847157291019,39.68893878613655,0.06695327867736335
0,14,-8.319697397913824,-2.7120014786956452,-10.196370780068664,-2.7774967206392445,-2.546894689522227,-4.777895427739521,-5.141651326022838,-3.5218920825585385,-1.8091329030190133,40.75079846625072,39.68870563622303,0.10620928300276947
0,15,-8.28230699302128,-2.757310925469617,-10.250474555594012,-3.051513415236408,-2.3838409816872463,-4.649524021259827,-5.114899527381192,-3.5996168598353275,-2.017584062723121,40.070802794808834,39.7239479859431,0.03468548088657389
0,16,-8.563174544951915,-2.5552747634047233,-10.21309406785636,-2.8973050969327265,-2.468950152728635,-4.714120781684813,-5.271357774798158,-3.5513688845665174,-1.8343860844154485,40.023500203775974,39.71007833480071,0.03134218689752644
0,17,-8.406348241289878,-2.5047634013495172,-10.288871165310448,-2.94990233478018,-2.4068975761624354,-4.885036812838037,-5.226653685435302,-3.4175071664603247,-1.8306903641378358,40.03955533204489,39.702634350503864,0.03369209815410284
0,18,-8.314008860813898,-2.7022367103525404,-10.305927234183223,-3.0283487875333814,-2.3458799285042073,-4.744576682071398,-5.229875989384732,-3.555696640927102,-1.993043783430098,40.09552179742389,39.74087177080748,0.03546500266164143
0,19,-8.42811962355041,-2.6815500033830637,-10.381546055851018,-3.0148516547869653,-2.591574724803984,-4.697059677192992,-5.209554514206658,-3.324955623020815,-1.5627631626078144,40.359388285559255,39.66961332243939,0.06897749631198646
0,20,-8.568707597350521,-2.6423797571012395,-10.290756576642599,-2.802543387487815,-2.310143772454018,-4.681832432898367,-5.049141329733096,-3.513061632990304,-1.9890473746475335,40.6149734740002,39.75270114384146,0.0862272330158741
0,21,-8.518937397922585,-2.5742583206488248,-10.199057799230987,-2.928732990477143,-2.422484702985559,-4.695627345572122,-5.164487314505423,-3.351419185431909,-1.7948978455772218,40.34405531924061,39.71387025930994,0.0630185059930668
0,22,-8.510836900040951,-2.5901402274934338,-10.156942404600233,-2.7860860172317845,-2.5525566946591014,-4.578312988713053,-5.26382672931574,-3.3187630877040197,-1.9794047987584134,41.02662228654947,39.741419399161515,0.1285202887387956
0,23,-8.407072800429885,-2.663472759069824,-10.458946525682393,-2.9447842434593907,-2.5905985766122512,-4.757692063141539,-5.110074439779302,-3.501983831433421,-1.9851619515752668,39.996066356688665,39.70045399982393,0.029561235686473744
0,24,-8.350897773732951,-2.6041792655269855,-10.201447673238908,-2.818378537215825,-2.418790803749812,-4.758916216526044,-5.210797267442815,-3.45396264244524,-1.9701020804817748,40.434050421339506,39.74730983079196,0.06867405905475439
0,25,-8.35180155732267,-2.6327591781117587,-10.148761371522724,-3.0452136003945807,-2.329904938553541,-4.780969125413725,-5.172440717058051,-3.3931766131646675,-1.977916274727721,40.12053942892066,39.742340860733265,0.03781985681873934
0,26,-8.515149054254538,-2.6425363435273264,-10.340373442746259,-2.8130532500841903,-2.3843284690230484,-4.487636755381558,-5.173851578813392,-3.4397989595127623,-1.9667805640612939,40.298604325774086,39.72711436789298,0.05714899578811074
0,27,-8.397524821382746,-2.672774733505885,-10.217735758832973,-2.8596757169201816,-2.4886190053720623,-4.847814950625865,-5.358520707205268,-3.5624329388802076,-1.8126000310698658,40.11205775579177,39.717180903473114,0.03948768523186539
0,28,-8.482370479161357,-2.6236337363456346,-10.136901130656621,-2.8514088566918647,-2.42639568896717,-4.764110264456092,-5.328118275813106,-3.353797257044497,-2.092469817237068,40.412014014660414,39.78954809714375,0.06224659175166644
0,29,-8.388227197780239,-2.8117492716495813,-10.091934415630744,-2.929391320882947,-2.4673918480376127,-4.777826708661858,-5.352330912371386,-3.642865643236032,-1.6533112294694505,40.024372819135124,39.679141182811264,0.034523163632385834
1,0,-8.484430190937507,-2.5685649013661345,-10.39856391733529,-2.794870531099266,-2.37560657798668,-4.890169340185915,-5.243226189821008,-3.4003453762863676,-1.5974003626239168,40.2879724476655,39.68186512622529,0.06061073214402138
1,1,-8.26525320589668,-2.5265915990954197,-10.441682135683937,-3.0290383584910607,-2.4161151855904075,-4.557533036645224,-5.239661305986746,-3.5251078764544,-1.892881520122848,39.98905011940033,39.70031451489798,0.02887356045023502
1,2,-8.502532530186718,-2.6348341270162283,-10.264923616963776,-2.8702923846416875,-2.5115066424742225,-4.8413845804902715,-5.050845286360485,-3.4487571609469874,-1.7833708080024993,40.17395055197062,39.6825524840943,0.04913980678763158
1,3,-8.524709782556187,-2.836908606028417,-10.04006345595838,-2.965187384068261,-2.587176386630548,-4.687704710491799,-5.07700443510868,-3.653406440942518,-1.6527581347929086,40.15536879978789,39.65015278582903,0.050521601395885476
1,4,-8.3235209366707,-2.7747691145174342,-10.137499477712188,-3.0698460416925997,-2.7340160796951314,-4.768633677831647,-5.080906240851018,-3.5079244591976937,-1.862450876546897,39.96698172888112,39.65542470758335,0.031155702129777196
1,5,-8.5752168067312,-2.644736218127254,-9.886319550863355,-2.753119975357273,-2.5739527051033506,-4.762597770156194,-5.328014841910904,-3.476868488318184,-1.6637674927290615,41.62469288481801,39.66582260989518,0.1958870274922829
1,6,-8.435743684736362,-2.6767786129651756,-10.44306912116686,-2.768974592029155,-2.4379302483720804,-4.745625880987872,-5.093147816171404,-3.402326114579938,-1.6968903896616339,40.430690563582864,39.68578595302738,0.0744904610555489
1,7,-8.53966743034591,-2.797979038460862,-10.293635078176553,-3.175168704423914,-2.373828719297051,-4.700941916698347,-5.323164806883819,-3.750098954642408,-1.801084196000708,40.289093854049675,39.75291820060637,0.05361756534432999
1,8,-8.450865737452235,-2.5884853618665873,-10.24669670587275,-2.8533674016522665,-2.586087881031782,-4.756357081137532,-5.148860690261056,-3.5489510712013117,-1.5952769563774505,40.08465507458373,39.64013947722839,0.0444515597355343
1,9,-8.44758864751792,-2.685687430697012,-10.563385144707786,-2.9916709027471,-2.576991638279766,-4.847848745359821,-5.250870169864528,-3.304021911133092,-1.9142031387205254,40.013398402339035,39.71227805531458,0.030112034702446167
1,10,-8.447119648953494,-2.731476808242061,-10.269032240803407,-2.7488667475581927,-2.2795559962782415,-4.540877035808929,-5.170191278239902,-3.5037485386330856,-1.4182848014604936,40.3842397600234,39.64661736772564,0.0737622392297758
1,11,-8.317443013812282,-2.7255563770022326,-10.208020221967239,-2.7573419385466806,-2.609624938646938,-4.556951926219572,-5.109344841601168,-3.407650098791802,-1.5946142862825428,40.69196540302133,39.66355233520326,0.10284130678180642
1,12,-8.360742973472517,-2.7304139958455953,-10.225985895818356,-2.9066248964129735,-2.490635125697982,-4.6271584553644916,-5.103549374935268,-3.3563628459375963,-1.6367602772195888,40.24023864756746,39.67817634416093,0.05620623034065242
