Iteration,Walker,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Inner Cost,Outer Cost,Gradient Cost
0,0,-8.416420933599913,-2.694837946638928,-10.33320503145853,-2.9976458296753425,-2.38638206025329,-4.860147375568176,-5.18990465257574,-3.3511611794038547,-1.8641732688082981,133.7690566135154,132.35561510523834,0.4469694505579277
0,1,-8.293035726680897,-2.617326375161558,-10.43806666443187,-3.118752547281356,-2.5597919256534825,-4.771048764802982,-5.208189391458969,-3.4094746515616796,-1.8301380606599056,133.36225465615598,132.24910167271742,0.35200988118775617
0,2,-8.49128944096943,-2.621011738895533,-10.251807869082898,-2.9227901425568414,-2.3614389848610657,-4.5056760074949915,-5.3317221591202975,-3.4279534114942005,-1.8266646993812758,133.80084690658686,132.35880139534075,0.45601483051596775
0,3,-8.292436864802756,-2.6578484044796453,-10.25099312623091,-2.8657114379264073,-2.535952916159952,-4.707934571443514,-5.152411268651107,-3.3769524878612227,-1.8114923481766774,133.15279752717595,132.1927642742525,0.3035891708738534
0,4,-8.424961566952604,-2.813900357463902,-10.163532017147052,-2.861358511970008,-2.422639686307586,-4.709939186003067,-5.292665713060971,-3.343041891681852,-1.9053994091299231,133.77046916723086,132.3964413313413,0.4345057529883074
0,5,-8.503468073337379,-2.6184220386667794,-10.170207915925518,-2.8957394128329947,-2.3682238271510587,-4.766524005473879,-5.244847226257118,-3.5472144757645814,-2.0513990607602737,134.8402456850606,132.65548438545392,0.6908821850546674
0,6,-8.285947495380816,-2.654137461143907,-10.042900641178623,-2.917272738691115,-2.3835002451657363,-4.7752345664037765,-5.267174357020266,-3.5929515144009327,-1.9466972935634672,134.2521905681858,132.52040993879163,0.5476371196645508
0,7,-8.347826894100645,-2.6276818752640767,-10.317850719177052,-2.913538664459268,-2.3588591178209133,-4.789740139061134,-5.250425289050819,-3.48206792917095,-1.9973666784333757,134.5187685368998,132.56138427860003,0.618979251238662
0,8,-8.542727229474691,-2.658970054410461,-10.306737162104485,-2.8580998040720975,-2.3401192706512965,-4.784022026553656,-5.316681920649517,-3.5459697323312325,-1.900819721075561,134.31414213053978,132.53351013541095,0.563085277917694
0,9,-8.301889637593359,-2.642810889036618,-10.251641270323397,-3.0186249831539174,-2.2555836850366475,-4.762589382617124,-5.12763973989362,-3.4846377438069704,-1.956122785134954,134.5389735082518,132.56043008741142,0.6256703659396573
0,10,-8.473906666563643,-2.6399614963660607,-10.536451810923735,-2.836297679388645,-2.4640477606780893,-4.755136942499269,-5.289000853641048,-3.464331200412113,-1.9131989472179303,133.80784809694092,132.36315980190835,0.4568505521288218
0,11,-8.358624500051706,-2.629086260795997,-10.317052934400847,-3.064686303917591,-2.385541636640905,-4.758954052278068,-5.3345844781065095,-3.407117556970457,-2.042091084518182,134.80923051806164,132.63105154063055,0.6888006720178715
0,12,-8.333603981586641,-2.6734438605805484,-10.25359855926564,-2.807459473985051,-2.593606257169957,-4.830933040217219,-5.2606353352611865,-3.478736764350868,-1.8707005535982042,133.32244024558565,132.2220582448663,0.34797134185261536
0,13,-8.46766431846126,-2.635579770854519,-10.494795252025995,-2.8666869708745173,-2.5513262248473274,-4.7640743841951005,-5.31145782292701,-3.4275816061344186,-1.8032960698858986,133.3254887737544,132.1915411640828,0.35858571938658534
