Iteration,Walker,Theta_1,Theta_2,Theta_3,Theta_4,Inner Cost,Outer Cost,Gradient Cost
2,5,-3.4964866931527943,-3.889007536048144,-7.3360432889765415,-6.950613079852017,0.04225671749631824,0.02623741279154674,0.016019304704771503
2,6,-5.445699789836263,-3.956023612210654,-5.43118216100476,-7.666186755413717,0.12695685138568938,0.02618483692709412,0.10077201445859527
2,7,-3.4569594718834593,-6.53906221846793,-6.1384633542193505,-7.371187608037532,0.06212111212108516,0.026677325129733843,0.03544378699135132
2,8,-7.7021551634199765,-6.828823319295228,-7.0828452222892455,-9.052752673132746,0.033701845789251984,0.026126519761195767,0.007575326028056217
2,9,-2.254574624629235,-8.739019196160017,-11.24028249414876,-5.1895463283778875,0.7500279327525856,0.08761839661733131,0.6624095361352543
2,10,-7.1325001265165735,-3.912487169578843,-6.4952118474187355,-5.778279757655361,0.04183111012890674,0.026126984014088025,0.015704126114818712
2,11,-4.970390714074263,-6.93450536065527,-3.607708092960824,-5.578059997727846,4.035364863822575,0.04729629438862645,3.988068569433948
2,12,-8.302441381889572,-7.723879424837825,-10.069663825726561,-8.52033350306579,0.030087117044547244,0.02613236971017955,0.003954747334367695
2,13,-2.867525899049313,-6.9755042837406975,-1.4551279974236024,-5.2859356685574355,265.86388236449625,11.502321359122757,254.3615610053735
2,14,-5.600832926830655,-5.596280874093394,-8.78086302203928,-6.181225001190939,0.030549092171137028,0.02614057942591269,0.004408512745224337
2,15,-5.139824457040932,-6.058487854048243,-7.200962527518509,-6.668055524998465,0.03152421198882664,0.026139014990807376,0.005385196998019266
2,16,-3.4261702802668523,-2.299795348879895,-5.480678138880896,-5.820727703101445,0.4128254893141123,0.03126089797207843,0.38156459134203385
