segment_0,segment_1,segment_2,segment_3,segment_4,segment_5,segment_6,segment_7,segment_8,segment_9,segment_10,segment_11,segment_12,segment_13,segment_14,segment_15,segment_16,segment_17,segment_18,segment_19,segment_20
0.22909895497419308,0.2300153162936306,0.4157293050248821,0.1163736767011555,0.22968767586129032,0.055674017089320946,0.11703528701411806,0.025574679098300496,0.055705525190066385,0.01154375153330398,0.0255770259972256,0.011543956274660292,0.0557078590032229,0.02557591010929674,0.11707099641564775,0.05570164704093933,0.22959377021878596,0.11704807451672332,0.40120899930045134,0.22954325397607964,0.6294814340560139
0.22914777414164075,0.23062623394009418,0.4147432985421571,0.11619067006369713,0.23059157316255796,0.054409226359410506,0.12075534508631654,0.024198741309050368,0.05864911288398723,0.010749286670675874,0.026531835112320188,0.009411681964592028,0.05741492832671468,0.021685127998562186,0.12001977327189024,0.04885311207054165,0.234297593208789,0.10711378792933633,0.4070907780606337,0.23148879356832386,0.6263577085079021
0.22923973823720512,0.25715697732843057,0.3759030428390175,0.13015627149627634,0.20850137420820328,0.06106906292029669,0.10686230716041997,0.0284768902402292,0.04974751282837976,0.013130293888677863,0.02367949281161377,0.015811627425495512,0.052299455521001514,0.03343838513837873,0.11113240244124191,0.06998867430123018,0.21990379203419252,0.14234708885495087,0.3870144490330177,0.3083393534443303,0.5193370832856894
0.22954960279068692,0.32074309712650506,0.2798594788099146,0.16554264489310683,0.1451114232431855,0.08341960661295549,0.06587192535245563,0.040559101781016384,0.027758905066885987,0.019389276465752985,0.016699265418976428,0.03350064086318614,0.038861938278024324,0.06706550870976238,0.08655585963702936,0.13182043406912364,0.1785435753939251,0.2493214341920021,0.3259995950531216,0.47671883171021445,0.22938218356448192
0.22985974152085864,0.38281557340189165,0.17749098329740437,0.20512293843811485,0.08302859437413272,0.10468286240535171,0.03589688128151554,0.05085339941185685,0.014543725080039566,0.02399997916586964,0.012494676201705104,0.04859891684872506,0.028962044923225374,0.09859522689810854,0.06557915022537694,0.19166178734570555,0.1397714362090468,0.3472151809257712,0.26696489908823884,0.5980598751294037,0.0517843846329009
0.2299998656550074,0.40568578034516206,0.1337742368649076,0.22190766819676688,0.06295857613590827,0.11346213654342838,0.027734991454535517,0.05448045845368693,0.012083468774438878,0.02524104481391449,0.01171761192072518,0.05390924716990229,0.02629778266558449,0.1117520199610697,0.058201099486854174,0.21814480740834175,0.1235899954609146,0.38612891624861856,0.24083747823053744,0.6221464801851841,0.018450641683676623
0.23004900709540088,0.4131382249552165,0.11926691134047648,0.22754602108278998,0.057067413556195684,0.11607106349672644,0.025917882533656195,0.05543043658855709,0.011576006654717585,0.02552639252885868,0.011553051977709818,0.05530494080946714,0.025684856745680315,0.11560830766372086,0.05626207802834396,0.2262324651442973,0.1188482632608171,0.3972485619213446,0.23285859677982154,0.6291315785899558,0.012141857742115278
0.2300550429504108,0.41482070786311753,0.1154752748515271,0.22919801884911176,0.055829497248994706,0.11687180077699384,0.025616724689764437,0.055662892621769405,0.011553358667497054,0.025569037227630778,0.011547609053991445,0.05564372668970392,0.025593494302442288,0.11680697966332282,0.05579133101681867,0.2289466701557632,0.11737385053661417,0.40043546868701624,0.23018069794339102,0.6293510911008482,0.011635845078492258
0.23005783716723976,0.4155951272486314,0.11492734149535716,0.2298218547401425,0.0555521453639172,0.117109668323823,0.0255573987906391,0.05572268152050113,0.011539588846544439,0.025580510742850077,0.011542322356060366,0.055732902581976856,0.025568696692983953,0.11716817873779703,0.05566741125547328,0.22982684747372717,0.11692974903516246,0.401415858005104,0.22931289184405132,0.6295527080572564,0.011511357497002132
0.23002627677291848,0.4152064206525767,0.11642559729265252,0.2295115899464087,0.055716093896495414,0.11700566017800394,0.02558452714601977,0.055694063394895216,0.011546798373056295,0.025574505191065,0.011545394041970122,0.05568888105081532,0.025581845076581677,0.11699666402179727,0.055728688533517055,0.2294087363297784,0.11714068946846411,0.4009076307386065,0.22972451180735362,0.6294253847939438,0.011559803435010944
0.2300142279188212,0.41561534003794987,0.11624803412390228,0.22972041883421132,0.05565329760128731,0.117064861611388,0.02557038203026691,0.05571161560554124,0.011542435278464035,0.025578311871229654,0.011543370788954102,0.05571676197514053,0.025573337265596997,0.1171052243900015,0.05568966382039604,0.2296775802116204,0.11700682358776732,0.4012779002640599,0.22946044446166214,0.6295089368033062,0.01153458224942774
0.22995619583857785,0.41532193306937165,0.11693428129710612,0.2295610413533176,0.05571151548056469,0.11703941156857517,0.025579359869081605,0.05570124857700945,0.011545173285345012,0.02557596700058064,0.011544689959632287,0.0556991724061714,0.025578831951119586,0.11703626600288598,0.055714630538682,0.22950387999475574,0.1170924521184846,0.401019405042216,0.22963058340225476,0.6294570798969541,0.011549134419091629
0.2300153162936306,0.4157293050248821,0.1163736767011555,0.22968767586129032,0.055674017089320946,0.11703528701411806,0.025574679098300496,0.055705525190066385,0.01154375153330398,0.0255770259972256,0.011543956274660292,0.0557078590032229,0.02557591010929674,0.11707099641564775,0.05570164704093933,0.22959377021878596,0.11704807451672332,0.40120899930045134,0.22954325397607964,0.6294814340560139,0.011542225054053643
