Iteration,Walker,Theta_1,Theta_2,Theta_3,Theta_4,Inner Cost,Outer Cost,Gradient Cost
0,0,-5.08552042493523,-2.563537369640135,-2.898075983746298,-2.7731530745727495,2013.3923821290468,1707.4033169852744,3.0598906514377244
0,1,-7.45283439880285,-7.364373075356097,-3.3577375418659,-6.304116757437672,369.2105120987059,93.46999413313728,2.757405179655686
0,2,-3.396082868025573,-5.266067036871555,-4.891510290505258,-4.821011760419275,247.2420670847193,46.43352633306281,2.008085407516565
0,3,-4.420539858546864,-3.8686766716466945,-2.9690292640889586,-4.229140888675159,805.0033913368632,337.8870805493301,4.671163107875331
0,4,-8.080227717777056,-8.3047136109993,-3.8104790744461097,-3.1114703231668948,899.8105571964505,458.23877111106793,4.415717860853826
0,5,-4.1863116784729035,-7.46363333342611,-4.3093241654997545,-3.4821690038433153,222.3644079544044,54.44398280102986,1.6792042515337453
0,6,-1.9523058466304057,-4.975068690653298,-4.735144168459281,-4.759219306496775,1768.6159036455817,941.5598308281866,8.270560728173951
0,7,-5.001762547351161,-4.355771499215101,-5.073163046700549,-8.147544983071441,21.643280720702407,3.1325625650909394,0.18510718155611466
0,8,-4.10116573791666,-11.761481062971647,-4.884639431173836,-3.858251536954745,96.2379139051658,11.382400106139139,0.8485551379902665
0,9,-8.354065179509572,-2.5852004842556604,-2.9174189443263656,-4.421095729053704,929.8545827073197,352.7640289522066,5.77090553755113
0,10,-1.7591449136287203,-2.9703324013069548,-3.784795503157428,-3.3020907237963844,1190.4124600533435,811.0866551369621,3.7932580491638133
0,11,-3.536801336584678,-1.8963317346989559,-5.7441868517964725,-3.102371411828151,898.8046458218626,553.3569326540768,3.4544771316778577
0,12,-2.810533888349837,-8.408340045416423,-4.403694310927955,-6.863219907665994,780.5559343905122,245.19970545636014,5.353562289341522
0,13,-8.505417185704761,-2.867365230128088,-8.703123079494347,-5.85995434031684,6.661143598654205,2.1180652126333466,0.045430783860208594
0,14,-0.9446809019460645,-5.154939335958284,-3.890244158349561,-6.110634943054445,3398.4010637421206,2895.0395307710605,5.033615329710601
0,15,-6.544639962969443,-3.792202406760847,-3.037774291078055,-5.937198542914305,589.1305122278989,189.72934739085414,3.994011648370447
1,0,-5.294796095728253,-5.941868036968434,-3.167938289523771,-8.164922486652513,426.07136622268376,137.75156973467614,2.8831979648800763
1,1,-9.007057160274716,-8.264446212705641,-5.110219296066202,-6.189755230862867,16.73998579257223,1.128815391607218,0.15611170400965013
1,2,-4.9201254624777855,-3.348269068029431,-6.279350722351817,-5.63890314142789,12.86676922211604,3.0049099154573953,0.09861859306658646
1,3,-6.656576033523272,-2.2215708158056677,-7.742177139495402,-6.228423310487415,25.200316333415746,9.885304868467825,0.1531501146494792
1,4,-5.140672974914917,-7.320468252389308,-3.1906092515836533,-6.615587126107536,415.73391267033236,132.5197932745155,2.8321411939581687
1,5,-6.714531207855267,-3.4172764830411397,-6.903474383533824,-9.268265991823373,2.2910600692324117,0.6124484355696259,0.016786116336627858
1,6,-4.317525193373051,-3.1169808782598993,-4.973509194229152,-4.597162879379063,45.80826490557922,12.86534726610546,0.3294291763947376
1,7,-4.784344902353945,-6.47251552614274,-6.19827506147461,-9.033089824423918,58.607390211858316,12.947458627702208,0.4565993158415611
1,8,-7.161797202913427,-3.390610354112637,-5.2710832470062625,-5.94794492322545,11.115893169166421,0.7766178654899496,0.1033927530367647
1,9,-8.513822920556866,-3.7816830891534856,-8.16794580587755,-6.2700665554137975,5.8517358452737,1.8420625536575237,0.04009673291616176
1,10,-8.633285606929366,-2.3152513866893862,-4.5890150584192,-9.40571338981131,39.62749575529571,4.415887080012947,0.35211608675282763
1,11,-6.4270894517723605,-4.600674980985925,-4.808512557188081,-6.043875622014113,27.175838545397077,2.485362316331269,0.24690476229065808
1,12,-5.435163839977147,-5.921694884175253,-6.6086284682569865,-6.535301070876059,35.5080644614294,9.768506996097269,0.2573955746533213
1,13,-7.946892196228438,-6.584538596680384,-5.4420320645541755,-5.607392741624931,8.692814846684314,0.500789009394946,0.08192025837289368
1,14,-2.5665147361762477,-8.98644710608129,-0.8332873407559385,-7.83410125341827,1771.182795976274,1688.6492761301356,0.8253351984613846
1,15,-6.9131203106801635,-2.8434385349777114,-5.45330454430985,-5.901543942681622,7.006984793841008,0.540533381807141,0.06466451412033868
1,16,-8.518656283927744,-10.553896577385425,-5.227052231869915,-6.921496000183607,13.323576049934003,0.9133063310230181,0.12410269718910985
1,17,-2.9921654229735286,-5.372291476463985,-7.444120846430182,-4.080877181016204,576.4431119987223,124.16886047201794,4.522742515267043
1,18,-5.1128283070078595,-3.9446476242210684,-7.166301399176774,-8.857499109827454,28.713522486758244,7.375792341404078,0.21337730145354164
1,19,-7.966965532173981,-4.649461123249166,-5.198791117804689,-8.35605025211953,13.893684173441192,1.0249949369944795,0.12868689236446712
2,0,-5.078532241389102,-2.1110211691083376,-5.080645887683952,-7.828394816128709,264.6075693607868,172.44338348047305,0.9216418588031374
2,1,-11.407680368132556,-2.9725246712320677,-8.852869655858768,-8.316607914330003,7.673659101080675,2.4222214678383143,0.05251437633242361
2,2,-11.095689162996518,-5.639650981464985,-3.9384893332629844,-8.2635339427326,142.97234835807296,24.11583500027603,1.1885651335779692
2,3,-6.100719705374928,-4.983102380054263,-5.515956224233055,-7.287132448289898,9.72018834864736,1.4389990175177898,0.08281189331129571
2,4,-10.913718587534133,-5.132775077560389,-8.038358989746328,-9.12069084713108,5.532055076361214,1.7215247556178523,0.03810530320743362
2,5,-8.192955990406146,-10.493207430080638,-9.959249927905304,-7.490163174170242,17.687549141680808,5.6181701581467385,0.12069378983534068
2,6,-9.082698683273215,-8.853982056108542,-6.4491307859950435,-8.16342483497295,2.117358818342637,0.3046788793614122,0.01812679938981225
2,7,-7.898739029387105,-3.67827164833891,-8.32680577768653,-6.360162618425615,6.837794054663128,2.167358420824063,0.04670435633839065
2,8,-11.48050303010346,-4.807620686261951,-7.060059440653632,-9.465743069548886,2.1431653959003873,0.5373184672241633,0.01605846928676224
2,9,-8.72249396406971,-7.334110581714432,-9.353082293061458,-5.426761319773146,12.267084473986497,3.8937629965498735,0.08373321477436622
2,10,-4.936621716269026,-2.193740554106988,-5.214161054446433,-7.6346885029852505,213.75025568785696,129.02415736179222,0.8472609832606475
2,11,-5.733663894851698,-9.50777194715204,-3.3793861467586144,-7.508491790174222,323.9665110757374,88.46750048956126,2.3549901058617615
2,12,-9.103399697962594,-5.930091185258322,-6.218398776489948,-9.040387513885182,2.40929039870822,0.2079309047025827,0.022013594940056374
2,13,-7.019568665389545,-4.134690488572932,-4.980631666107481,-6.272545848464572,20.056198568783884,1.6079017747031537,0.1844829679408073
2,14,-6.479125761573591,-8.40794932707422,-4.874139180220236,-6.762158762475727,25.209332874259164,2.555226092135781,0.22654106782123384
2,15,-4.592109216676498,-5.452121101652751,-6.041389069060902,-6.649367276924426,59.272923307902246,11.837299730951974,0.4743562357695027
2,16,-5.973838620662468,-8.420487651652714,-3.1747478338907498,-3.1210872463968116,1481.7180540338773,997.9601784550921,4.837578755787852
3,0,-9.464102387730687,-6.713752306467665,-6.6151129263017285,-7.0315622230342,1.7988863595357376,0.29004570005069724,0.015088406594850404
3,1,-9.391224801104448,-3.7664067226337132,-9.782652769402425,-8.46545305671268,9.593788719828597,3.042487877157427,0.06551300842671169
3,2,-8.98454782865164,-10.403801380414578,-6.077919369869181,-8.194840159373511,2.9536813006810227,0.22513218801238782,0.02728549112668635
3,3,-5.030976024650015,-9.197927306001617,-5.812936272166652,-7.755999231072767,42.63740819216679,9.636163299336342,0.33001244892830445
3,4,-4.257037431922542,-9.60701041208299,-3.1892580139952504,-7.292552941122355,369.2641437623175,131.4988647010552,2.377652790612623
3,5,-6.296277540090465,-7.830278634933549,-3.3537368648123773,-6.775035996181018,353.49328959789494,93.967729390744,2.5952556020715094
3,6,-10.113202153737424,-5.355137837957749,-5.10856799689145,-5.901749890015656,16.962757470549523,1.0970732848325624,0.1586568418571696
3,7,-11.406684690436256,-4.872334762455559,-8.774220959236304,-9.451751166919776,7.6725729829076785,2.4198136457970922,0.05252759337110586
3,8,-5.138102786993215,-4.926606358281071,-0.10707400419232815,-3.1457612762301466,2709.596180444879,2696.6152139425567,0.1298096650232219
3,9,-10.116210313542453,-9.067168195573387,-5.4700383192570134,-9.007416750450686,8.616837875638666,0.5515609135976247,0.08065276962041042
3,10,-6.190120384458778,-5.235692546007433,-0.7909926792202171,-3.3133585569759436,2691.8151902844734,2654.006165277242,0.3780902500723141
3,11,-8.5196717943118,-7.966962309569984,-6.925978392079452,-6.036458332695828,2.8831048142982945,0.7665487180716511,0.021165560962266433
3,12,-6.530160685252843,-8.941668382279177,-6.024259969825735,-9.841674595927058,10.933067926279696,2.7738655325880432,0.08159202393691652
3,13,-9.577170033793767,-6.664142472075156,-6.262719395064434,-6.152984252481398,2.0803795101397515,0.1365632318296761,0.019438162783100753
3,14,-3.7819765320085015,-2.667131314046927,-1.7427616093184435,-4.780233118658254,2015.141087376394,1612.605707176951,4.025353801994429
3,15,-5.639984400954409,-4.92537181512146,-4.4825863683126075,-3.2512656041462042,290.8332804122998,82.32856981995631,2.085047105923435
4,0,-5.0249872272419305,-8.392841851775717,-6.419815363011225,-5.950013333310086,49.75615767397152,11.970240150068257,0.3778591752390327
