Iteration,Walker,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Inner Cost,Outer Cost,Gradient Cost
0,0,-8.291581889882476,-2.6888658612587406,-10.20822260545192,-2.8385409047281787,-2.2020817011308806,-4.862849368056272,-5.247226610677919,-3.268663713143625,-1.8774989007073115,302421.70686411066,6960.434836326158,0.009343305799783954
0,1,-8.391565555811034,-2.701494776755516,-10.345890616176025,-2.8778983253399564,-2.4412679712517606,-4.458545436806264,-5.357037067331711,-3.6077191070809587,-2.0406153940712826,29798.044787769948,7413.218953955561,0.0007078703466103125
0,2,-8.431919915286718,-2.5201870006643463,-10.201020601361304,-2.987294233235798,-2.438530111315259,-4.745253329861311,-5.256508181623289,-3.306962333401454,-1.9884435076145004,192231.1568159504,7115.404193455528,0.005853874090633717
0,3,-8.495698192956306,-2.7012530203120773,-10.205560688811422,-2.972326320038162,-2.4369919129898885,-4.78570185310274,-5.31785301978531,-3.6242213789534987,-1.7760454087694373,24747.777971308144,6554.690914652811,0.0005753159276875965
0,4,-8.358911450804944,-2.7714020965526944,-10.350811259645136,-2.837691213496319,-2.4633462054514235,-4.8477938528338615,-5.206420685035547,-3.46335967062439,-1.9093430310331003,61018.948525050575,6009.43824143224,0.00173955345466689
0,5,-8.328681453483714,-2.672418627330701,-10.382405145433854,-2.8983495601486284,-2.5943147557323756,-4.63879730203376,-5.468296501358619,-3.2611610980462307,-1.759000929422368,183578.7242767132,6260.055665210415,0.005607308644809554
0,6,-8.409431870795046,-2.6440241483814257,-10.167078871021326,-2.885846155647557,-2.497777359468905,-4.8796950137005535,-5.388285295052992,-3.2406788153353414,-1.8288259146773975,278359.8645455828,6334.478409878879,0.008602198015756138
0,7,-8.227757213809033,-2.6011098455117656,-10.280137875923634,-2.9884710730967807,-2.413516064677079,-4.772395265498247,-5.324154239320185,-3.310478209248232,-2.0136999886378804,161721.5634350179,7506.910852326476,0.004876695507328729
0,8,-8.27849984610212,-2.7310622665166173,-10.15781833950067,-2.8369560027977623,-2.255456751433133,-4.665089871345082,-5.240271255541319,-3.5693493879133755,-1.8345256796583498,39146.05131279699,6744.362034663259,0.001024631381559596
0,9,-8.376253401538738,-2.499020404662662,-10.492622975936593,-2.890296691203046,-2.401464316101484,-4.7612911492004395,-5.294967481846959,-3.381683072826132,-1.9112617395868936,94349.10741511216,6791.703660956102,0.002768808218741107
0,10,-8.478746823647748,-2.642393766824662,-10.125177691316722,-2.860165774066332,-2.5689992256848697,-4.66256910753823,-5.321111805193678,-3.3467900177198926,-1.99847602280475,114321.92550799118,6462.931731195185,0.0034108008646860223
0,11,-8.44541714690359,-2.6625934390370727,-10.350968745491086,-2.8447622090226528,-2.6192988918709843,-4.756812144145454,-5.335741097000405,-3.39684644748897,-1.9855163917766456,73345.5188686924,6233.080655389509,0.002122281640813584
0,12,-8.313121225797174,-2.568970432365591,-10.182061027397568,-2.9968100820205237,-2.420203174632063,-4.872135169710571,-5.162579860402262,-3.427175525132205,-1.9104687882047529,84789.30328870597,6535.885211480506,0.002474590358174265
0,13,-8.51276456718892,-2.493314419927069,-10.1856673181559,-2.9161770610165596,-2.4929570823211584,-4.571038484211972,-5.494178087624266,-3.3849328605970657,-1.9313249876440701,64733.26352580146,7330.426455072153,0.001815237092990526
0,14,-8.428784503746368,-2.5957883774600177,-10.30787803907771,-2.8383498264096145,-2.3649773696952217,-4.619592404011108,-5.1491047739897144,-3.501697993185611,-1.8977282964932476,58029.945287323586,6136.640166114277,0.0016410103949710154
0,15,-8.408629258968576,-2.602160245361505,-10.339877095632591,-2.7756447457206894,-2.2979335685354045,-4.683240928611212,-5.391725966697825,-3.453608082154027,-1.9059423256288162,54549.58597880158,7441.522793238739,0.0014896877582550583
