segment_0,segment_1,segment_2,segment_3,segment_4,segment_5,segment_6,segment_7,segment_8,segment_9,segment_10,segment_11,segment_12,segment_13,segment_14,segment_15,segment_16,segment_17,segment_18,segment_19,segment_20
0.0016363573635640443,0.006609546888924161,0.005553369325592974,0.03192021320402848,0.03360848730953745,0.13527015204510773,0.15193299826517534,0.4612095258595647,0.5111484945798074,0.9221693996948187,0.9465175220513649,0.9906560657949464,0.9757061647696493,0.9800368121503251,0.9322313305202787,0.9242613056361318,0.7940279359020418,0.7601403485985775,0.48217429216765245,0.41691125928972794,0.02433587223809694
0.001646123781849435,0.006622504686396815,0.005524054451067475,0.03196995113853081,0.033509040459100845,0.13543932718931384,0.15165490090428355,0.4616030071243993,0.5107226691201214,0.9223952313430703,0.9465111080813358,0.990741695126717,0.9756610792424225,0.9801466878672241,0.9321242235669349,0.9244104675800557,0.7937850924921371,0.7602731278631312,0.48175810854472734,0.41669502380410656,0.026233368477372586
0.0016644582173848989,0.006616652368176164,0.005608479559664479,0.03196756880878911,0.033836669048458945,0.1354584887250304,0.15277785845436256,0.4616581791801609,0.5132710897924491,0.922413511731086,0.9468178473053843,0.9906554638557926,0.9757155846324348,0.979932748386771,0.9321466608575819,0.9239113724671272,0.7937393908094729,0.7592208809326143,0.48161589904489327,0.4147469488112375,0.03119861617954863
0.001735385710287956,0.0066048269728281005,0.005898551219308655,0.03199529009792616,0.03498202091414863,0.13568537488763843,0.1568339464277187,0.4623819588700723,0.5225015928942247,0.9228706893051085,0.947790787592588,0.9905466679545495,0.9757622391710512,0.9794552354376912,0.932040332386266,0.9224974487616195,0.7933484575430704,0.7557429124999427,0.48085216641263623,0.4086019710607103,0.050181303383403854
0.0018676809813040825,0.006577740357176039,0.006449473806841438,0.032027155178168835,0.037158305900699164,0.1360126041910986,0.16455578650045083,0.4633887205929444,0.5401985095079502,0.923447931931645,0.9496897706052801,0.9902127005914987,0.9758778072342538,0.978442535061674,0.9318823457147529,0.9196521337148658,0.7926578945133967,0.7487911658514048,0.479458447571503,0.3969140604281998,0.08507359942627798
0.002060751484442473,0.006539624160169468,0.0072512566696535975,0.032080590017696614,0.04031943794360384,0.1365217121099261,0.1756345363134552,0.46495317265029523,0.5644008859041727,0.9243267551519634,0.9522889803508097,0.9897519635038916,0.976031385385661,0.9769938696781392,0.9316318046409405,0.9155540988413456,0.7916275348442074,0.7388537954514517,0.47740714746107016,0.380652379702408,0.13343158293205312
0.002270461302552959,0.006498312460313549,0.008125918636134934,0.032135903423042206,0.0437636052433971,0.1370647543163372,0.18759525454462816,0.4666174564167216,0.5894612783674431,0.9252485140289364,0.9549772402421998,0.9892401026716885,0.976200303330767,0.9754044641749461,0.9313669092120667,0.9110858652059479,0.7905145100418317,0.7281255847177607,0.4751877904286679,0.36364034194979106,0.18336298495912576
0.002479038373156428,0.006457718901391547,0.008997321950697213,0.032192093099372855,0.04718857780387052,0.13761060405762604,0.19935457951655983,0.468289074604648,0.6130564487754737,0.9261690477026947,0.9575153514178995,0.988736762842177,0.9763689554687174,0.9738256328774351,0.9311023631893983,0.9066494315028154,0.7894021426216852,0.7175714612234858,0.47297737044713967,0.34736389906980175,0.2302967094841048
0.0030756796751576047,0.0063145368373146915,0.012113354552224327,0.03239107555458383,0.05941653665166708,0.13955721196518664,0.24090275515604734,0.4742377467994039,0.6925166206940397,0.9293963331430984,0.9660388033985036,0.9869265080643066,0.9769500466633914,0.9681707055510035,0.9301519135612153,0.890820371670807,0.7854242717413468,0.680283901097243,0.46509761318226045,0.23840816785186703,0.35835042927646454
0.0040465116446708445,0.006085456814147687,0.017408902787838288,0.032725330870181174,0.08003033207349859,0.14286715782546372,0.30727050631880876,0.48427451178602665,0.7918249499027157,0.9345728729361263,0.9767201616627164,0.9838895031132228,0.9779002372477634,0.958569997058191,0.9285622886093383,0.8642678632656997,0.7786705237791989,0.6206771943762533,0.4518787662576527,0.12193321429446624,0.5232345617285928
0.00535333559435889,0.005799656584086125,0.02475850165141923,0.033178420164271374,0.10823652260563783,0.14745876786084522,0.3900075247559536,0.49799624753396554,0.8756374542943749,0.9409932529130484,0.9856896897489471,0.9797105259783644,0.9790490555196836,0.9452298165672626,0.926365816001777,0.8282310901103026,0.7692853632691159,0.5462836635632295,0.4339387731764639,0.050947543885191265,0.6786009878403237
0.006196781800614163,0.005632142928387637,0.029549715560003093,0.03346767351815188,0.12636201570888414,0.15045455914164707,0.43843438261384515,0.506827226147967,0.9089295141859784,0.9447917954605823,0.989313021620234,0.9770534421357547,0.9797658208334296,0.9365521421997441,0.924980889292745,0.8052772007757939,0.7631820409483798,0.5026845141295577,0.422511717313686,0.0313553756149332,0.7481958922835404
0.006609546888924161,0.005553369325592974,0.03192021320402848,0.03360848730953745,0.13527015204510773,0.15193299826517534,0.4612095258595647,0.5111484945798074,0.9221693996948187,0.9465175220513649,0.9906560657949464,0.9757061647696493,0.9800368121503251,0.9322313305202787,0.9242613056361318,0.7940279359020418,0.7601403485985775,0.48217429216765245,0.41691125928972794,0.02433587223809694,0.7775467063335088
