Iteration,Walker,Theta_1,Theta_2,Theta_3,Theta_4,Inner Cost,Outer Cost,Gradient Cost
3,0,-7.544334090751302,-5.555890509933663,-4.567348627324911,-4.742459819574858,0.36303225361649344,0.0005153419583125332,0.3625169116581809
3,1,-10.515801558128569,-6.590491258296605,-11.01483933339805,-5.026222900589484,0.0006753377519569743,4.349351735873661e-06,0.0006709884002211006
3,2,-5.092857257202343,-3.4264933562788293,-10.50933211361204,-7.63339055010209,0.06744841012445237,0.00022164391650421512,0.06722676620794815
3,3,-4.58088301543789,-4.406182395398725,-7.199021712176742,-4.236174219485369,0.15625624982909958,0.00018928886342688136,0.15606696096567269
3,4,-8.901311753828143,-6.154427198680491,-14.231283095655417,-2.2775600342917284,0.0005868787809376122,4.340907256425742e-06,0.0005825378736811865
3,5,-7.898489595319905,-3.841983980691336,-9.465199567524717,-7.062117523422396,0.00040365884255473013,4.341795853292684e-06,0.0003993170467014374
3,6,-5.778557554176583,-5.9679659142476815,-8.44297801591264,-4.50825743355125,0.015435453973789797,1.2052529749996002e-05,0.015423401444039801
3,7,-6.195599802371567,-10.13557784618213,-7.9532379569968255,-4.092503925236877,0.006898593024359744,7.791751817381337e-06,0.006890801272542363
3,8,-7.6541195312562955,-2.86200069920875,-7.196505347086177,-3.1113447809277766,0.007195567675300265,4.857035802113685e-06,0.007190710639498152
3,9,-8.484145863665557,-6.084260269758577,-6.811161971557096,-6.61000745112282,0.0052196713381605555,1.0470887807088386e-05,0.005209200450353467
3,10,-5.6148924447897866,-6.829756798037635,-4.953499001380155,-5.216271636291406,0.1649170221246206,0.0002881155854007571,0.16462890653921983
3,11,-7.720607427677308,-3.569992900535393,-6.30187304980623,-6.3219188212437665,0.0117754599935822,1.9839531626819028e-05,0.01175562046195538
3,12,-5.402902567823295,-5.144207263933585,-6.738748406603255,-5.0599450092840215,0.031281357138984826,2.4304191481118087e-05,0.03125705294750371
3,13,-7.301126218502559,-5.099652029309357,-10.303516775950094,-5.699675527535578,0.0007843208719663648,4.5971591329324835e-06,0.0007797237128334323
3,14,-8.894678137799096,-7.117244563116654,-6.375247688293896,-5.454872364849894,0.011036943800025203,1.62349443807809e-05,0.011020708855644422
3,15,-7.700550955182768,-4.737167963793993,-11.186041103565469,-2.3616969059313333,0.0005009286487795115,4.384942006329641e-06,0.0004965437067731819
4,0,-7.463888530548876,-6.456837830467458,-10.06971442454059,-5.887421275513482,0.0007824481471589954,4.592879311165026e-06,0.0007778552678478304
4,1,-9.21693501234,-2.315090406864583,-6.93479735219948,-5.901015622029881,0.0028673256901011763,7.515775325974507e-06,0.002859809914775202
4,2,-8.536323700795155,-2.74889189646629,-11.96435760530736,-2.3605390606734655,5.8838742670375876e-05,3.9682393188098246e-06,5.487050335156605e-05
4,3,-9.065310464629267,-4.233841942594534,-8.952186093854353,-5.563209399104197,0.0006733902253488882,4.473289231569127e-06,0.0006689169361173191
4,4,-7.23587533963837,-6.389041051631815,-8.909904453306526,-4.262287990655333,0.0009791406150586142,4.7522099459265236e-06,0.0009743884051126876
5,0,-9.79805705071092,-4.266903759361491,-9.66122729030934,-3.907202891986145,0.0006377385812546632,4.348451505006341e-06,0.0006333901297496568
5,1,-10.16281413354337,-3.9751249533383235,-7.438525327091057,-5.678126573381695,0.0021083525112415734,6.104107608325101e-06,0.002102248403633248
5,2,-8.023539805302123,-3.01654789825624,-13.111544467011278,-2.4321228378757622,9.87488004064546e-05,4.0275142508425655e-06,9.472128615561204e-05
5,3,-10.35176117472724,-7.64401649121203,-9.829239094384029,-3.2561490953526775,0.0006499073037417163,4.335571413393679e-06,0.0006455717323283226
5,4,-12.207853453346043,-3.2396397602567317,-14.067824719812897,-1.8383010021606374,0.000658566540304939,4.327541685565504e-06,0.0006542389986193735
5,5,-5.680318684932525,-5.371902075954865,-6.1119736422449655,-5.447130809418112,0.0273476954693468,3.1788795865418044e-05,0.027315906673481383
5,6,-10.824710815791029,-7.0091113682714035,-12.162720332752345,-3.493394371208929,0.0006723993065586083,4.336800374245771e-06,0.0006680625061843625
5,7,-8.260589192131988,-3.9902179816427754,-10.709006225209905,-4.076627307867799,0.00044112835004964454,4.292177003694939e-06,0.0004368361730459496
5,8,-8.327036699321587,-3.8878299667652882,-10.4324324821689,-7.169160983963163,0.0004513802376256168,4.303068496973675e-06,0.00044707716912864315
5,9,-7.526917521073105,-6.498712780282675,-7.689042586364579,-6.833612195725541,0.0014692025984276145,5.717431830280721e-06,0.0014634851665973338
5,10,-8.041602115114742,-1.4502193767468397,-10.199360584329147,-6.470799796295759,7.860032618267582,1.9813794353975158,5.8786531828700666
5,11,-10.59033269945145,-6.217186812816799,-11.844195005193898,-3.7344501782815747,0.0006681550921225115,4.337571391426854e-06,0.0006638175207310846
5,12,-10.05874536255287,-5.4677036264537575,-7.57018788702758,-3.531262822501893,0.0020441205348019024,4.7660171975972245e-06,0.002039354517604305
6,0,-7.322050929502679,-4.1092462985482126,-12.163226641503664,-3.3157340476974655,0.0005302760258049653,4.415634988807929e-06,0.0005258603908161573
6,1,-6.908121602240767,-5.7888549631457815,-10.673138854947995,-5.226451605396338,0.0015742427137590473,5.035019847435616e-06,0.0015692076939116117
6,2,-8.777036213033574,-4.256382683415038,-8.025048720355178,-4.225122354403706,0.0009116724037261127,4.64909344942658e-06,0.0009070233102766861
6,3,-7.96099905499966,-4.665110543828888,-7.192469469206944,-2.142119421333052,2.064613620452345,0.00816545949451119,2.056448160957834
6,4,-4.040525025887804,-6.73147573293706,-6.232153721633712,-2.674989653705088,0.8096406602394465,0.001276563385489299,0.8083640968539572
6,5,-9.906487653236331,-3.884595775020468,-11.076389442678733,-3.79807492396216,0.0006226260276695567,4.321853453774541e-06,0.0006183041742157822
6,6,-7.2597617212775925,-4.799809066871272,-5.056444672774405,-7.016842384724141,0.14186506144934197,0.00026024872130423393,0.14160481272803774
6,7,-9.124022932726076,-3.898036479770878,-10.152009138591591,-4.350130607760476,0.0005627647275513276,4.321436959395563e-06,0.000558443290591932
6,8,-10.057780962375238,-4.659158572633367,-13.526036476534053,-2.8193795165245277,0.0006443264738160264,4.329404707967216e-06,0.0006399970691080592
6,9,-5.592172635206019,-4.910196151496992,-9.204638356577156,-5.4708726228954,0.02061036470747355,1.5291468965588442e-05,0.020595073238507962
6,10,-7.468682139378157,-4.672301660893606,-11.400295089402457,-2.627584875552345,0.0005572420916283627,4.445960677796693e-06,0.000552796130950566
6,11,-9.203825814163395,-2.4602752219327,-9.543184361266237,-4.693215584463678,8.738464584554236e-05,3.9413862522121874e-06,8.344325959333017e-05
7,0,-11.036802140003822,-6.228162378382245,-9.419315603897312,-3.5507220445845755,0.0006857338377740747,4.3536512123716645e-06,0.000681380186561703
7,1,-7.197588245688957,-5.594918546945101,-9.996246577800857,-3.664942941727448,0.0009390489237231266,4.687512186662917e-06,0.0009343614115364636
7,2,-7.083101481274483,-2.729944138948813,-9.698862425158723,-5.637090263918981,0.0031944629779633053,1.369008678880266e-05,0.003180772891174503
7,3,-12.366934693643437,-3.6778614028512178,-13.124820186917178,-3.899482179651356,0.0006859022011067989,4.33524624696035e-06,0.0006815669548598385
7,4,-7.61721246103966,-4.367699718340055,-11.347055915257174,-3.8486519884862154,0.00048751586098578966,4.377615669025419e-06,0.0004831382453167642
7,5,-7.638883436013431,-3.500785134418228,-8.781915352175874,-5.967301939342655,0.0003133754537986796,4.330796013154597e-06,0.00030904465778552496
7,6,-8.239907247740128,-4.843587883675437,-9.082520481961742,-4.220200919537841,0.0005499791518437965,4.403953324687914e-06,0.0005455751985191086
7,7,-4.31694854677197,-5.965706325633381,-5.941500257366863,-4.008088505180589,0.31448405168815213,0.00034057962391469327,0.31414347206423743
7,8,-12.496850623031797,-2.063928228875973,-15.485237830277848,-2.1403403953845217,0.0005386337147396855,4.2608928176568315e-06,0.0005343728219220287
7,9,-10.066102762986832,-3.784499706581067,-9.245978986225692,-5.634960901702453,0.0007079716528134887,4.4345563235899965e-06,0.0007035370964898987
7,10,-9.0118442838605,-4.018191044372097,-7.174060539560502,-5.68964548074998,0.0028444299687550643,7.090660650356412e-06,0.002837339308104708
7,11,-8.635217288418175,-2.875609755841085,-8.698698622703764,-4.702994347621505,0.0002715276222279413,4.187545413322383e-06,0.00026734007681461893
7,12,-8.219006368407294,-4.053090949490958,-9.828542730153611,-5.869795981967925,0.00046890804729918294,4.339278539203222e-06,0.0004645687687599797
7,13,-9.272727873681632,-5.1158758753491025,-9.721282421303133,-4.245226098499411,0.0006240684363917679,4.364095568319725e-06,0.0006197043408234481
7,14,-10.648300650009533,-7.496847840975178,-11.313848733153588,-2.760087755782945,0.0006486163689836563,4.330371488404568e-06,0.0006442859974952517
7,15,-6.9518237711307975,-2.585699183148561,-4.265542711125771,-6.84087727556471,0.6374609560544426,0.0041382285043828505,0.6333227275500598
8,0,-8.146562204410184,-5.436343795226679,-9.20869234527049,-3.1692753003183087,0.0005381199494835718,4.358513793588447e-06,0.0005337614356899833
8,1,-9.201965013143367,-1.4548595328064993,-7.732808037237374,-3.8974224206063868,2.303475232585032,1.8353987214273173,0.46807651115771454
8,2,-8.095278141540565,-2.8438163231317435,-7.684430174785149,-5.1820884148155395,0.0005825325688284372,4.605134864169951e-06,0.0005779274339642673
8,3,-8.327713673051857,-6.558582466015638,-10.392647192059524,-4.7011429173304435,0.0005781171460279317,4.388405583799663e-06,0.000573728740444132
8,4,-5.9022954912739864,-2.267921258025498,-8.829315771154064,-4.920505387844565,0.6764942945755517,0.20586411126812537,0.4706301833074263
8,5,-8.618399932792192,-3.0564940872479562,-10.834764053972728,-4.838822298970276,0.00028673862003337613,4.155661328841339e-06,0.0002825829587045348
8,6,-10.639915079089198,-3.2609666681202842,-14.947697194194706,-2.3062096108494226,0.0006364141806459551,4.31580094020608e-06,0.000632098379705749
8,7,-8.480893487028691,-3.5515493696765876,-11.034521277168478,-3.2197031333733706,0.0003927378259449536,4.2388302617800525e-06,0.00038849899568317353
8,8,-11.609742595712857,-3.259245749027453,-8.939897210599334,-4.983203959014107,0.0007815438310837178,4.477120509528955e-06,0.0007770667105741889
8,9,-9.697129133551458,-3.0134522716286685,-14.368444100992082,-2.1619775578904052,0.000508006876952739,4.2582132501053545e-06,0.0005037486637026337
8,10,-9.629948603253077,-3.254542176565657,-13.537602784016908,-3.4291653127607793,0.0005521372715420911,4.281568603123046e-06,0.0005478557029389681
8,11,-10.012297373316311,-4.710651480799931,-13.151189412461894,-2.953248517856971,0.0006427111923710928,4.329443624153572e-06,0.0006383817487469393
8,12,-10.264310620001034,-5.125746828909002,-13.199310955035422,-3.698748369341934,0.000657671766874987,4.333605083559532e-06,0.0006533381617914274
8,13,-9.284081995717726,-4.481929238467746,-10.464146692942498,-5.391421577862395,0.0006108405891742111,4.347007054463761e-06,0.0006064935821197474
8,14,-11.560556808350672,-3.076585786738055,-12.653720910536498,-3.2650372296638634,0.0006638804579673528,4.325439342585363e-06,0.0006595550186247675
9,0,-9.238509347797565,-3.817001249087127,-10.29487301646326,-3.4248900288502533,0.0005497497691058537,4.301073872215998e-06,0.0005454486952336377
9,1,-10.621253368800609,-2.677766069661677,-14.90631094554783,-3.422316232143473,0.0005625279529340593,4.27481579509424e-06,0.0005582531371389651
9,2,-12.932670782385397,-1.91111624666148,-15.338624596202212,-2.8502834770928263,0.000487010503898131,4.229236714153943e-06,0.0004827812671839771
9,3,-8.620554471508777,-1.8631422839422538,-9.556849048740633,-3.698516450535298,0.20437104723556998,0.029041102023904593,0.1753299452116654
9,4,-6.6135765396073545,-2.7150077274230657,-10.860752216139096,-2.977793909339976,0.01228772817444513,8.446945465598722e-05,0.012203258719789143
9,5,-8.812458974778613,-4.090330101709612,-12.58089098438754,-3.726797927969787,0.0005296745584600027,4.3028740407847775e-06,0.0005253716844192179
9,6,-9.026303265084076,-2.117551225775632,-11.03700877471028,-3.0893723399979365,0.004011757568575349,3.1487898633727136e-05,0.003980269669941621
9,7,-10.359642918069634,-5.077711517114627,-12.09877685433723,-3.415315108354198,0.0006580019788346934,4.333634095143944e-06,0.0006536683447395495
9,8,-8.27854210421549,-3.825664926908883,-12.590150121675801,-2.2927309341895317,0.00039244332973775644,4.262614648862244e-06,0.0003881807150888942
9,9,-9.706543956183616,-5.424153139195697,-12.218262582120225,-3.432797626886838,0.0006344403415559313,4.33362013972892e-06,0.0006301067214162025
9,10,-8.16413808149465,-4.128095106718256,-13.543704801149865,-2.57886292072123,0.000445918859508508,4.298874186770865e-06,0.00044161998532173715
10,0,-10.20317456701674,-3.403140220023301,-12.891726820236807,-2.358643660626096,0.0006039799412777128,4.3073740129190034e-06,0.0005996725672647938
10,1,-9.3318028076484,-4.145920816907649,-10.871489521420292,-3.864392068114423,0.0005880707200961059,4.3197826396655595e-06,0.0005837509374564403
10,2,-4.557012833450877,-5.244174594417755,-5.0695559574100315,-5.142549344906266,0.24722645688844355,0.00046293653415400884,0.24676352035428956
10,3,-9.675057230740677,-4.524260613711394,-14.964226152646795,-1.8746811314821774,0.0006040420199521353,4.322790793879551e-06,0.0005997192291582557
10,4,-10.032653250260166,-4.667801790730646,-13.196282942187304,-2.7893578763923212,0.0006419479443688109,4.3288547412650334e-06,0.0006376190896275459
10,5,-8.684203770603915,-4.4174816400071615,-11.332392080194806,-4.285768886968107,0.0005369838035074558,4.320797999523336e-06,0.0005326630055079324
10,6,-8.274783455445537,-4.564020962897942,-10.647124212376125,-3.5772146199018344,0.0004943526224760291,4.328566659799919e-06,0.0004900240558162293
10,7,-14.315592301735448,-1.8744423404954214,-13.50808048675438,-2.975783460296977,0.000621694305149256,4.304176792229294e-06,0.0006173901283570267
10,8,-7.363724587484718,-4.617190484727375,-9.762965835698122,-3.121031767626565,0.0005814613822640543,4.4681730416508895e-06,0.0005769932092224034
10,9,-9.190795221260647,-5.188891186804634,-9.569136715956825,-4.592513889606208,0.000632901856892227,4.383577877402399e-06,0.0006285182790148247
10,10,-9.123824770640407,-3.8003039912697263,-9.647433517827393,-4.481912369735889,0.0005690491008091145,4.337280466468771e-06,0.0005647118203426457
10,11,-8.58068415119812,-3.581521156814495,-12.560089040121412,-2.191777638447153,0.0003998589317258539,4.245144243454477e-06,0.00039561378748239945
10,12,-10.209420085117198,-1.5637653905089826,-15.977955719962297,-2.68870509261718,0.5182255786237223,0.17040724944258417,0.34781832918113814
10,13,-10.640963238894319,-4.030129333018421,-12.775503731071266,-4.00764301960683,0.0006611869043346729,4.330200028322165e-06,0.0006568567043063508
11,0,-8.978765876690463,-2.075371462063158,-11.38560107784464,-2.137487982787233,0.007953168637680553,8.263838321848256e-05,0.00787053025446207
11,1,-6.987917337841683,-4.488263318945856,-11.878996513301194,-2.5754258115497484,0.0009905481287483383,4.71527556382514e-06,0.0009858328531845131
11,2,-9.379257726557828,-5.066895142562908,-15.42472889036851,-2.305952318387888,0.0006132408236089855,4.330343451752831e-06,0.0006089104801572327
11,3,-10.84772592077461,-3.0311760313337137,-13.281211128240297,-3.206783994801687,0.0006342863270893197,4.31257696148811e-06,0.0006299737501278315
11,4,-7.830863309484751,-3.2963098324119735,-13.597400496478151,-2.559217062889739,0.00019365331721928668,4.129858665133443e-06,0.00018952345855415323
11,5,-12.553994979036009,-1.6795512484676487,-12.476512604323233,-3.362840816372606,0.00039202260695882154,4.37770763679785e-06,0.0003876448993220237
11,6,-9.629778303798101,-3.7112606023718206,-11.761429111894916,-3.138314649634238,0.0005878943859391436,4.305770726049132e-06,0.0005835886152130946
11,7,-9.772996977686962,-3.678287605831092,-11.563610037552182,-1.977635855496603,0.001917746752955625,4.443819514190493e-06,0.0019133029334414346
11,8,-11.25664197901546,-3.926522566891582,-13.07369842205853,-3.5103032291597076,0.0006738920868035072,4.332489106296388e-06,0.0006695595976972109
11,9,-11.737073123707098,-2.8777255056852153,-12.560427368685367,-3.6067538568987527,0.0006617258465521603,4.324265990770719e-06,0.0006574015805613896
11,10,-10.579172122906977,-2.9197561855739145,-13.249452853351237,-2.5003309291751945,0.000596994212090562,4.296533597454537e-06,0.0005926976784931075
11,11,-9.499421560334183,-2.218422486768043,-10.424428880959196,-4.289836192459318,0.00019664801017300377,4.156361779025291e-06,0.0001924916483939785
11,12,-12.082736265780573,-3.2804054916002023,-10.732233157860707,-3.6888116213034636,0.0006776847924607702,4.33688063851808e-06,0.0006733479118222521
11,13,-10.741663061862491,-4.865446733148925,-10.225857853821687,-3.595452907878804,0.0006650073476272819,4.340064312219852e-06,0.000660667283315062
11,14,-9.65276575222892,-3.0667637598995925,-10.198772673152446,-3.39333719925527,0.0005100155001172508,4.26361356271892e-06,0.000505751886554532
11,15,-7.253855811813837,-5.073936035845318,-7.195738598003616,-3.839471478319417,0.002590119037460918,5.455394308793718e-06,0.0025846636431521245
12,0,-8.751693743210714,-2.1012210350857576,-11.762814121755355,-3.587174567958311,0.009839845212329171,0.00012135246196590599,0.009718492750363265
12,1,-9.60747275428673,-3.0025131215253005,-10.344510833254779,-4.0201138216280015,0.0005014460762590855,4.26216215566934e-06,0.0004971839141034162
12,2,-10.33836011492753,-3.1515095482617634,-11.95907114098778,-3.4812468884976315,0.0006097793353262901,4.3046104377039e-06,0.0006054747248885863
12,3,-12.873181662583963,-1.8528424471765346,-15.324076652576576,-1.8594900908253242,0.00038999824181281295,4.172905781938163e-06,0.0003858253360308748
12,4,-8.401661829556407,-3.099589031121626,-11.362087271843581,-3.7496244191566963,0.0002375658778117141,4.128080754979493e-06,0.0002334377970567346
12,5,-7.052870325618103,-3.0253491308253766,-12.27464351701326,-3.3434823619411964,0.0009691239927438192,4.841131480306894e-06,0.0009642828612635123
12,6,-10.493847992321747,-3.2209697186983113,-14.762738485056445,-2.0717194034567887,0.0006186025914680908,4.309681070744353e-06,0.0006142929103973464
12,7,-10.359647951406034,-2.7471385177656384,-15.228498333629215,-2.4705847640689043,0.0005464635993026527,4.268367330338166e-06,0.0005421952319723145
12,8,-9.269789699683333,-2.520049327926925,-13.06432036597622,-2.315368316756398,0.00013022406898025967,3.994100287812671e-06,0.000126229968692447
12,9,-9.803745699832675,-3.213362430501591,-15.016174604245458,-1.821093653872457,0.0005432098806479747,4.282933593369939e-06,0.0005389269470546048
12,10,-8.18070700295857,-2.664994931900057,-10.804807437237878,-4.002236676959264,6.47906861090555e-05,3.940907787979649e-06,6.084977832107585e-05
12,11,-9.25419587923891,-3.843934402815839,-10.38297144737563,-4.136509370602437,0.0005689551261171638,4.315200746015806e-06,0.000564639925371148
12,12,-7.163044425282754,-3.9982701565978322,-11.330129790670096,-3.4985386297166294,0.0006015233996628605,4.45930084471021e-06,0.0005970640988181503
12,13,-8.7172902219891,-2.8850910788790722,-14.823950339114973,-2.1533659279239172,0.00022018531554561424,4.095165729442154e-06,0.00021609014981617208
12,14,-10.110866125288089,-3.0104800774468097,-15.456598035865301,-2.8777628444193244,0.0005731113942767003,4.285094513867185e-06,0.0005688262997628332
13,0,-8.330349349971335,-3.7160191095740274,-11.269797175377544,-2.682225145817507,0.0003801669021809048,4.248219108209107e-06,0.00037591868307269567
13,1,-9.30309989315166,-1.741569436594813,-13.896141522961578,-2.1872110501244038,0.2516627979082628,0.04350140791387411,0.20816138999438868
13,2,-4.767651500134389,-3.4171851937197153,-9.15153969285599,-4.469669119326136,0.13509518706975768,0.0007715695239330382,0.13432361754582464
13,3,-7.2776454462058044,-3.419204244451377,-12.740449281230715,-3.8912438662003663,0.00034063268349501487,4.229244309202074e-06,0.0003364034391858128
13,4,-9.72563275608688,-2.784210114470484,-11.488406070766484,-3.546668732420976,0.0004467927695345864,4.220017151031422e-06,0.00044257275238355494
13,5,-10.986720271659484,-2.199418730660548,-14.529957245514767,-2.290187169680353,0.00035191807530018,4.143610185646598e-06,0.0003477744651145334
13,6,-12.131434323361255,-1.8725530446333534,-12.395909732079897,-2.979650980215972,0.00024922855678554697,4.04099229770418e-06,0.00024518756448784276
13,7,-11.973227822964187,-2.459401128901219,-14.947219424670084,-2.850055366222324,0.0006317905767185427,4.30831400728174e-06,0.000627482262711261
13,8,-7.958346051787196,-2.2179253787499325,-13.900013294807895,-2.9095937002136516,0.01860253669192979,0.0003297236309693633,0.018272813060960427
13,9,-9.489614928188203,-2.3819578654819358,-12.480465402141771,-3.1446662109442984,0.00010206610031623844,3.93670847873148e-06,9.812939183750696e-05
13,10,-7.790133858836156,-3.3340609287185305,-11.214893956384019,-2.4948722102648264,0.00017083654914815412,4.130190667964798e-06,0.00016670635848018933
13,11,-6.794228104247081,-3.0234182140353303,-8.956713533444901,-4.20345561841903,0.002000663950002129,6.41791154073673e-06,0.001994246038461392
13,12,-8.820964305717709,-3.1781666451713604,-13.515274746087975,-2.986565069961736,0.0003844563216705981,4.2063475199286666e-06,0.00038024997415066946
13,13,-7.799950919257861,-3.7061960921599413,-11.897320233419572,-3.2270139097631017,0.00032469216306596846,4.2440535713511705e-06,0.0003204481094946173
13,14,-8.618691645901709,-1.3986719756701165,-13.214052926849563,-1.9502977465486282,6.836479234429552,1.9782121247397706,4.858267109689781
13,15,-9.65022914978106,-2.1450959582634592,-12.811402823138199,-3.649541630323833,0.00041006116442261786,4.744635781029603e-06,0.00040531652864158826
14,0,-8.963690469935102,-3.107260591783713,-13.62303764440133,-2.392100664382205,0.0003891172038163379,4.206001927685865e-06,0.00038491120188865205
