Iteration,Walker,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Inner Cost,Outer Cost,Gradient Cost
0,0,-8.213883983414123,-2.68113529251657,-10.43282586298615,-3.097540376258621,-2.5042551447246595,-4.77286301491305,-5.4117976277850195,-3.42717975280466,-1.9487490629513946,60.503431757759145,45.29557787322422,0.015207853884534925
0,1,-8.370214855940779,-2.6612979860954953,-10.433583710728863,-2.665324593358314,-2.344992377716975,-4.898470550845358,-5.3921222880480935,-3.199948513052799,-1.82351182515737,279.59278269169874,115.11804260436587,0.1644747400873329
0,2,-8.33953202962706,-2.7407536348592303,-10.258896633217814,-2.9660159543484843,-2.357773378060857,-4.748740766319613,-5.1122112838973,-3.43487287310734,-1.927777005318559,57.84335438968815,43.72297006776811,0.014120384321920042
0,3,-8.502347634335703,-2.6847903935642177,-10.45119670561941,-2.9998725600754175,-2.276479670478293,-4.707690448394859,-5.2549823749805995,-3.446049971608627,-2.0901754631153047,65.71358861072613,46.87930119476623,0.0188342874159599
0,4,-8.472665753764542,-2.7881308174624864,-10.496918441870491,-2.9866593578416474,-2.3741521457354384,-4.705824706011484,-5.253583048743438,-3.4017643452976736,-1.8257509863783812,58.98936094558854,44.233913386743424,0.014755447558845112
0,5,-8.68437545624998,-2.540336221063687,-10.175985943483113,-2.8085004609830313,-2.42161570019312,-4.787539068602164,-5.2080813248338265,-3.6710932910251874,-1.937916093043791,130.1561328255386,55.57625485726739,0.07457987796827122
0,6,-8.46430400881221,-2.6233336956607647,-10.136404060901867,-2.818845850285249,-2.4496719754750846,-4.561101344262395,-5.252737641917954,-3.4341436546178774,-2.0146701747875952,103.38573323461038,49.502897481765125,0.05388283575284526
0,7,-8.381110979267103,-2.6944948458017435,-10.384241499139069,-2.901069860748899,-2.5097487678039263,-4.588317793070919,-5.402865776463659,-3.5317186264032765,-1.8621085629528333,53.708772765716375,42.466009325966695,0.011242763439749684
0,8,-8.35557024159112,-2.6844875267781516,-10.354901898925963,-2.8959764492355986,-2.632075769600271,-4.573976827356332,-5.64009422826981,-3.4496973098308423,-1.7658578814449708,52.57839067348206,42.26288957343,0.01031550110005206
0,9,-8.474237562031941,-2.396234378137346,-10.3081193824023,-2.904375864008177,-2.6070861073066736,-4.6615129989088535,-5.162058210208568,-3.447512398241703,-1.747675647618114,68.65930070607118,46.29735098035625,0.022361949725714925
0,10,-8.40506814485534,-2.7014115212116914,-10.109646999643656,-2.873763551305586,-2.389691978324911,-4.697574152229238,-5.195901977034666,-3.4460445356975735,-1.8956141529488864,69.94367932406952,44.563173778706684,0.025380505545362832
0,11,-8.482347982008077,-2.841560757233683,-10.288183608326687,-2.9573569795466463,-2.4613931879856867,-4.6824990215100275,-5.439219457759959,-3.393082038744922,-1.8889813531308812,52.923691467869936,42.570218416761676,0.010353473051108262
0,12,-8.53898107736386,-2.697525113124645,-10.127886475156936,-2.7834273492943886,-2.533739159767158,-4.768753360331174,-5.366365258419547,-3.294898347081024,-1.8594459319037753,124.76212232328238,55.267187987050505,0.06949493433623188
0,13,-8.445000702147071,-2.4110622672414057,-10.141849184996245,-2.790038208618187,-2.3315295151849487,-4.64922638660318,-5.2553686565352375,-3.4516546355281013,-1.9539076939290572,127.89706367000804,55.03895834543802,0.07285810532457002
0,14,-8.610621385168148,-2.462140857134479,-10.426171937877912,-2.945094422277847,-2.3482486870904014,-4.6936350326708585,-5.466446144458876,-3.2114935117500276,-1.9196719538356408,77.0745303106419,51.752813464406266,0.025321716846235638
0,15,-8.45623476208894,-2.642569172380162,-10.266002587803982,-2.999763494546018,-2.4518365009971537,-4.804675036907225,-5.349306544267693,-3.5849699302563542,-1.8079939141620722,54.4688932574187,42.524411064278624,0.011944482193140071
0,16,-8.53759993781578,-2.7221635204743877,-10.295663842346752,-3.113385229221932,-2.351514761405234,-4.756805167047005,-5.278625502810374,-3.4268097638548314,-1.769145005188459,64.14975762755259,45.418905703361155,0.01873085192419144
0,17,-8.382957484702693,-2.636272003325478,-10.223233571177815,-2.833746993447427,-2.4748422212332675,-4.709627529656721,-5.079085907082103,-3.3904270814307296,-1.8475191037797902,82.98563733377374,48.37035914502398,0.03461527818874976
0,18,-8.414908328854112,-2.5575108716104378,-10.232352533545516,-2.9846097917096768,-2.5175472918557444,-4.712778380219842,-5.315461089813502,-3.2515132261528987,-1.819008459421784,82.38959851222253,53.58144565399427,0.02880815285822826
0,19,-8.41500326401058,-2.7416706967735633,-10.287913257692244,-2.848358590395116,-2.3631094962652015,-4.71512237985889,-5.206103042404956,-3.3910292527442167,-1.9744760593899298,73.03924423124836,45.24387796853856,0.0277953662627098
0,20,-8.531624001974636,-2.5878410361948925,-10.58532841528965,-2.9037172785824557,-2.4489902817043276,-4.78159978222109,-5.212700996396833,-3.261834449634435,-1.8722313734471319,79.45247214554675,52.263088700323,0.027189383445223744
0,21,-8.464106683870313,-2.5912644038106034,-10.29798700527133,-3.068509574179119,-2.447691209843934,-4.9290315350723555,-5.340621203752172,-3.4282628326379916,-1.8358190792188753,60.81493703622891,44.19446443398884,0.016620472602240075
0,22,-8.391444311614743,-2.704263566423217,-10.193626853051919,-2.956742560739705,-2.463511265213903,-4.837046824540782,-5.250626945649003,-3.413182379101577,-1.8604131614704755,58.244476676154065,43.91107188655294,0.014333404789601122
0,23,-8.402198651310398,-2.5110695205192815,-10.325465190525659,-2.8824483727822288,-2.479658804299825,-4.840711874268477,-5.126921403621153,-3.528991978218034,-1.7335155442152967,65.02877310179957,43.98529140918274,0.021043481692616828
0,24,-8.355517712998473,-2.8266356650261324,-10.269114279725672,-3.089799356772876,-2.4359779040930727,-4.767073354370647,-5.377860191254815,-3.518932236071285,-1.9704074277237347,59.00807881763517,45.1303692593102,0.013877709558324972
0,25,-8.305454684737702,-2.749653159566931,-10.230584535477366,-3.1387035171500104,-2.386657478081419,-4.8654343036117105,-5.269105638170407,-3.429792736125404,-1.921035216893459,61.292456272243186,45.10354849348572,0.016188907778757464
0,26,-8.618629242038034,-2.7078501390034098,-10.292997986599127,-2.8140046257914335,-2.2214888067030145,-4.802693957993452,-5.321845986896029,-3.6171966991250883,-1.888849740543605,120.2617879170322,55.12279487577848,0.06513899304125371
0,27,-8.532711281739541,-2.562650203185359,-10.264549200698818,-2.9607463226377924,-2.5149143281423174,-4.69622035587716,-5.024724796866452,-3.6450700970544037,-1.9365320015869234,60.98138557422569,43.20544941455627,0.01777593615966942
0,28,-8.523848411023613,-2.650868075207508,-10.33249823430629,-2.913696162976648,-2.3182459777123072,-4.672621955005392,-5.306006103756525,-3.399038580049557,-1.9721725962405445,57.749254828120755,43.78617311789775,0.013963081710223011
0,29,-8.275682250334427,-2.575603887724719,-10.39972020227529,-2.781470903708997,-2.525079054572675,-4.923824443221553,-5.1984986335951415,-3.521619835772098,-1.8566626481275832,96.69897569282548,47.16567195927061,0.04953330373355486
1,0,-8.493264147407192,-2.7121965132556696,-10.02724916667748,-3.0243076122211336,-2.5474892595170826,-4.683428767855903,-5.265055614225886,-3.508147252119055,-1.8646579198223139,54.180967493802704,42.323883315711,0.011857084178091703
