Iteration,Walker,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Inner Cost,Outer Cost,Gradient Cost
0,0,-8.313963614856227,-2.672305400037088,-10.226468108877091,-2.741119510990576,-2.548496416748118,-4.675303078795616,-5.367222709955681,-3.4440161719075912,0.08363545967849095,0.01991485318367614,0.0006372060649481482
0,1,-8.475828016799948,-2.6922088777024076,-10.318630500820806,-2.902446442228685,-2.5017295071441037,-4.7328370593947575,-5.224160900386534,-3.487887011114085,0.04403383933277531,0.006056974847978374,0.0003797686448479694
0,2,-8.552061339932461,-2.7306883832662545,-10.484170187059036,-2.7176022559201476,-2.5018652388056237,-4.692475070037136,-5.248177160439679,-3.4189833888835213,0.08880121765768081,0.018205132205431688,0.0007059608545224913
0,3,-8.38942906134187,-2.734504942313246,-10.33895648143095,-2.9228592817403944,-2.522102845981045,-4.8089702161973245,-5.3037873556409645,-3.4166850667827555,0.038910736692990416,0.008321336459256885,0.0003058940023373353
0,4,-8.423560400081978,-2.6486043970737043,-10.338406044820863,-3.039804106350642,-2.3926031445814915,-4.6208392942255685,-5.316283655938058,-3.4823329561623892,0.3896677241224307,0.12110552600294947,0.0026856219811948125
0,5,-8.481364715875422,-2.6621128123107214,-10.36605944987078,-2.958321133421995,-2.3769947210728875,-4.833447879385719,-5.217994782098307,-3.401334135132049,0.11629224132082767,0.02846247945244867,0.00087829761868379
0,6,-8.44127515018669,-2.57776006944244,-10.316457216113392,-2.8201763849389883,-2.5005655467745203,-4.482184441524196,-5.101584151118374,-3.492689915468503,0.11603039881331217,0.013704441260179574,0.001023259575531326
0,7,-8.382226726017343,-2.61232421274994,-10.327016170248122,-2.9438978426138602,-2.623997178275366,-4.6460475047515155,-5.254106280748225,-3.5613647425969654,0.15492598699318405,0.014030285206059888,0.0014089570178712416
0,8,-8.441778948478834,-2.762702434386043,-10.237688599655355,-2.9497548471968407,-2.580791975041642,-4.839250186196185,-5.363710476120276,-3.588752895820771,0.11747427558543186,0.011046785878393648,0.001064274897070382
0,9,-8.36228128251539,-2.459927531578461,-10.187567225993211,-2.9237411318175033,-2.466665572180756,-4.571218385620304,-5.161517041853597,-3.4182210778891093,0.09971963527942876,0.009170669189143993,0.0009054896609028476
0,10,-8.35768824827073,-2.4000726710205664,-10.317262069695,-2.8699860880876806,-2.531288091738183,-4.736703942088566,-5.328060387857051,-3.5092984304203028,0.10718397611795888,0.012444871010747916,0.0009473910510721097
0,11,-8.44663594494333,-2.7557961841854803,-10.413371222896153,-3.0369178115594897,-2.3740869300027794,-4.576290826532141,-5.2658355473531815,-3.3707734635402495,0.49875628719145376,0.12537380220956224,0.003733824849818915
0,12,-8.50171566436156,-2.7853057693004915,-10.447718717918413,-2.7651402395066964,-2.448431260743331,-4.638003865952852,-5.346012443313183,-3.4319371302437838,20.58415883598007,11.903737449030645,0.08680421386949425
0,13,-8.407016638304377,-2.5300753100712674,-10.346478531548039,-2.8985389334038074,-2.4501789712652173,-4.665680135210322,-5.086796091468809,-3.5192297893875475,0.12606003494529472,0.007700833893409244,0.0011835920105188547
0,14,-8.393407817597875,-2.6654626541808417,-10.352718323015802,-2.969741448845331,-2.342164354421467,-4.692227863705837,-5.3830507958616725,-3.341461003474419,0.38098985906575644,0.04555553926324345,0.00335434319802513
0,15,-8.471367849371932,-2.7066308641606023,-10.10468471615958,-2.9710949065527323,-2.540831704641635,-4.872542053710419,-5.30991490198511,-3.6134368872794296,27.13118883843899,18.26798717206538,0.08863201666373613
0,16,-8.579998637192519,-2.669540391219325,-10.369351774565551,-2.931447856126541,-2.1815896367859997,-4.753485716908516,-5.309251947038516,-3.2139051349812244,0.979768251802517,0.08501181873756801,0.00894756433064949
0,17,-8.345949067553166,-2.73614471200355,-10.290954473940362,-2.7592786044230198,-2.4069174181720596,-4.6448741111754765,-5.177295339862219,-3.60526179842167,0.15678297413768838,0.022782733293813202,0.0013400024084387519
0,18,-8.298735571948013,-2.7221086099374343,-10.174241853454847,-3.201043113856784,-2.24014191766861,-4.850976457660828,-5.2457454167243025,-3.4398468183865534,1.5972306623318826,0.5057043028641681,0.010915263594677144
0,19,-8.42339085860162,-2.865748756460284,-10.162072702732484,-2.9093369959300923,-2.6435976712088816,-4.855247846044633,-5.260316272239144,-3.438319530108192,0.062074157401948535,0.008389601137067888,0.0005368455626488064
